17|From Dusk Till Dawn (1996)|05-Feb-1996||http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996)|0|1|0|0|0|1|1|0|0|0|0|1|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/iwnyTTLRJepAD2SZjdrbpP7QwFo.jpg
18|White Balloon, The (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/96UDOJNgJXHmQMJqA79bKS9PR8i.jpg
19|Antonia's Line (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Antonia%20(1995)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/bIQp2SJrVXiQttv9hXeqliQox0K.jpg
20|Angels and Insects (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/1QyCF6IFoX5WJIYHOkmLa3vzU0r.jpg
21|Muppet Treasure Island (1996)|16-Feb-1996||http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996)|0|1|1|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg
22|Braveheart (1995)|16-Feb-1996||http://us.imdb.com/M/title-exact?Braveheart%20(1995)|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|http://image.tmdb.org/t/p/original/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg
23|Taxi Driver (1976)|16-Feb-1996||http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/nGcgVnsL5yLKqg2X4OZcPetsHdd.jpg
24|Rumble in the Bronx (1995)|23-Feb-1996||http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995)|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg
25|Birdcage, The (1996)|08-Mar-1996||http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg
26|Brothers McMullen, The (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg
27|Bad Boys (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995)|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg
28|Apollo 13 (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Apollo%2013%20(1995)|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg
29|Batman Forever (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995)|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg
30|Belle de jour (1967)|01-Jan-1967||http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg
31|Crimson Tide (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|http://image.tmdb.org/t/p/original/oDJyDX11HW4j565vUjmFagKxDTQ.jpg
32|Crumb (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Crumb%20(1994)|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg
33|Desperado (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Desperado%20(1995)|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|http://image.tmdb.org/t/p/original/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg
34|Doom Generation, The (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg
35|Free Willy 2: The Adventure Home (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995)|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg
36|Mad Love (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Mad%20Love%20(1995)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/84L5wt4TwjUlczfSIQtgptRY8Ob.jpg
37|Nadja (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Nadja%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/qyuns9bC6SxFZ4evbl6s1s7USNV.jpg
38|Net, The (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Net,%20The%20(1995)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|http://image.tmdb.org/t/p/original/dtupntUFMD5iXBo8HLfALt2ET4R.jpg
39|Strange Days (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Strange%20Days%20(1995)|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|http://image.tmdb.org/t/p/original/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg
40|To Wong Foo, Thanks for Everything! Julie Newmar (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg
41|Billy Madison (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg
42|Clerks (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Clerks%20(1994)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/biEvW2hTrnWwhh6EWyTsHOh3COg.jpg
43|Disclosure (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Disclosure%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg
44|Dolores Claiborne (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg
45|Eat Drink Man Woman (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994)|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg
46|Exotica (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Exotica%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg
47|Ed Wood (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994)|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg
48|Hoop Dreams (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994)|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/vWGGFgy36ZoOQJC9uA6FmaAw2ar.jpg
49|I.Q. (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?I.Q.%20(1994)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/kAYymfWcktoHSjQJEtfEIeByZR9.jpg
50|Star Wars (1977)|01-Jan-1977||http://us.imdb.com/M/title-exact?Star%20Wars%20(1977)|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|http://image.tmdb.org/t/p/original/tvSlBzAdRE29bZe5yYWrJ2ds137.jpg
51|Legends of the Fall (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|1|1|http://image.tmdb.org/t/p/original/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg
52|Madness of King George, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/lY21oei5xUsu5we1XBlto2v8pjA.jpg
53|Natural Born Killers (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994)|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/pXvR4CDbosjtGE7onP02KUzB5BG.jpg
54|Outbreak (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?Outbreak%20(1995)|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
55|Professional, The (1994)|01-Jan-1994||http://us.imdb.com/Title?L%E9on+(1994)|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|1|0|0|http://image.tmdb.org/t/p/original/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg
56|Pulp Fiction (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994)|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/dM2w364MScsjFf8pfMbaWUcWrR.jpg
57|Priest (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Priest%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/pE28BDqICBPe3FgphsYSxtH6FcZ.jpg
58|Quiz Show (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg
59|Three Colors: Red (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/77CFEssoKesi4zvtADEpIrSKhA3.jpg
60|Three Colors: Blue (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/ztIqf7yGmb4JRFiv2i62K6PhTQR.jpg
61|Three Colors: White (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/xOLY69rXKwuH9JUnOE4G2HHKiW5.jpg
62|Stargate (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Stargate%20(1994)|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|http://image.tmdb.org/t/p/original/39WsfbB5BshvdbPAYRFXdsjC481.jpg
63|Santa Clause, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/hrZjAYAF1o37k4Qb442c4yxwVLw.jpg
64|Shawshank Redemption, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg
65|What's Eating Gilbert Grape (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993)|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg
66|While You Were Sleeping (1995)|01-Jan-1995||http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg
67|Ace Ventura: Pet Detective (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/nZirljb8XYbKTWsRQTplDGhx39Q.jpg
68|Crow, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|http://image.tmdb.org/t/p/original/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg
69|Forrest Gump (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|http://image.tmdb.org/t/p/original/z4ROnCrL77ZMzT0MsNXY5j25wS2.jpg
70|Four Weddings and a Funeral (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg
71|Lion King, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg
72|Mask, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/Ac5gabuLzkaSHeSDYvepjLSVbL4.jpg
73|Maverick (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Maverick%20(1994)|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|http://image.tmdb.org/t/p/original/oGSiAJTT9BxN3sxrg4Fyfc8ElGg.jpg
74|Faster Pussycat! Kill! Kill! (1965)|01-Jan-1965||http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965)|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/yaHzbahBIe4naaRSj9i1BsGJAa5.jpg
75|Brother Minister: The Assassination of Malcolm X (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994)|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/ucpTUr0i3xgxRAdIHJNSOV5HeQu.jpg
76|Carlito's Way (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993)|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/4eTlACGm6yKOz97NAQWtjOk9Bdt.jpg
77|Firm, The (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/ykoBRyHWvP3akdo98UcIxWAHXeu.jpg
78|Free Willy (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Free%20Willy%20(1993)|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/vIjiTSNA52VGGP9eeegNaMKXNhf.jpg
79|Fugitive, The (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|http://image.tmdb.org/t/p/original/fnj7mg99xSJeWzDCvEWyaieqJV.jpg
80|Hot Shots! Part Deux (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993)|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|http://image.tmdb.org/t/p/original/oOXt9gmvsbnoNAx6s202GDTirfw.jpg
81|Hudsucker Proxy, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/olViHNQHPy18SOJvbAI1bXUjHXI.jpg
82|Jurassic Park (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993)|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|http://image.tmdb.org/t/p/original/c414cDeQ9b6qLPLeKmiJuLDUREJ.jpg
83|Much Ado About Nothing (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/6qlYYvDZ0Tb5h0t7sLwy4sjGIwM.jpg
84|Robert A. Heinlein's The Puppet Masters (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994)|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|http://image.tmdb.org/t/p/original/fL84scLp2HeX0wtoxxlEVOEDc8D.jpg
85|Ref, The (1994)|01-Jan-1994||http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/njp8Vyx77uCJsGIwnIfu4zfBwFR.jpg
86|Remains of the Day, The (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/gvu4zaF0KeIRoZ5fVABQH3Wug3r.jpg
87|Searching for Bobby Fischer (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993)|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/ceIEEgMqm3FxHmY9OdYGGA0Jr8J.jpg
88|Sleepless in Seattle (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/afkYP15OeUOD0tFEmj6VvejuOcz.jpg
89|Blade Runner (1982)|01-Jan-1982||http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982)|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|http://image.tmdb.org/t/p/original/p64TtbZGCElxQHpAMWmDHkWJlH2.jpg
90|So I Married an Axe Murderer (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993)|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|http://image.tmdb.org/t/p/original/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg
91|Nightmare Before Christmas, The (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)|0|0|0|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/6oxkO1VgKCq74fNILKAg6t2dVEt.jpg
92|True Romance (1993)|01-Jan-1993||http://us.imdb.com/M/title-exact?True%20Romance%20(1993)|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|http://image.tmdb.org/t/p/original/bkJMxpzunO6q0pAdLUR6mCQngAZ.jpg
93|Welcome to the Dollhouse (1995)|24-May-1996||http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995)|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/jvxLLHwpK52ZJUusd2RJv8oLHUJ.jpg
94|Home Alone (1990)|01-Jan-1990||http://us.imdb.com/M/title-exact?Home%20Alone%20(1990)|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/8IWPBT1rkAaI8Kpk5V3WfQRklJ7.jpg
95|Aladdin (1992)|01-Jan-1992||http://us.imdb.com/M/title-exact?Aladdin%20(1992)|0|0|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|http://image.tmdb.org/t/p/original/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg
96|Terminator 2: Judgment Day (1991)|01-Jan-1991||http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991)|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|http://image.tmdb.org/t/p/original/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg
